210
1.000000    0.1788E-07
0.999752   -0.2977E-04
0.999010   -0.1190E-03
0.997774   -0.2674E-03
0.996045   -0.4746E-03
0.993825   -0.7398E-03
0.991116   -0.1062E-02
0.987921   -0.1441E-02
0.984242   -0.1875E-02
0.980085   -0.2362E-02
0.975452   -0.2902E-02
0.970349   -0.3493E-02
0.964780   -0.4132E-02
0.958751   -0.4819E-02
0.952268   -0.5551E-02
0.945337   -0.6326E-02
0.937965   -0.7142E-02
0.930160   -0.7997E-02
0.921930   -0.8888E-02
0.913281   -0.9814E-02
0.904224   -0.1077E-01
0.894767   -0.1176E-01
0.884919   -0.1277E-01
0.874690   -0.1381E-01
0.864090   -0.1487E-01
0.853130   -0.1595E-01
0.841820   -0.1705E-01
0.830172   -0.1816E-01
0.818198   -0.1928E-01
0.805908   -0.2041E-01
0.793316   -0.2155E-01
0.780434   -0.2270E-01
0.767274   -0.2384E-01
0.753849   -0.2499E-01
0.740173   -0.2613E-01
0.726260   -0.2726E-01
0.712123   -0.2838E-01
0.697776   -0.2950E-01
0.683232   -0.3060E-01
0.668508   -0.3168E-01
0.653617   -0.3274E-01
0.638574   -0.3378E-01
0.623393   -0.3479E-01
0.608091   -0.3577E-01
0.592682   -0.3672E-01
0.577180   -0.3764E-01
0.561603   -0.3851E-01
0.545964   -0.3935E-01
0.530280   -0.4014E-01
0.514566   -0.4088E-01
0.498838   -0.4157E-01
0.483111   -0.4221E-01
0.467401   -0.4278E-01
0.451723   -0.4330E-01
0.436093   -0.4376E-01
0.420526   -0.4414E-01
0.405038   -0.4446E-01
0.389644   -0.4470E-01
0.374360   -0.4486E-01
0.359200   -0.4495E-01
0.344179   -0.4496E-01
0.329314   -0.4488E-01
0.314617   -0.4471E-01
0.300103   -0.4446E-01
0.285788   -0.4412E-01
0.271686   -0.4368E-01
0.257809   -0.4316E-01
0.244172   -0.4254E-01
0.230788   -0.4183E-01
0.217672   -0.4102E-01
0.204834   -0.4011E-01
0.192326   -0.3912E-01
0.180250   -0.3805E-01
0.168609   -0.3695E-01
0.157397   -0.3581E-01
0.146605   -0.3467E-01
0.136227   -0.3354E-01
0.126253   -0.3243E-01
0.116675   -0.3133E-01
0.107485   -0.3026E-01
0.098673   -0.2921E-01
0.090232   -0.2818E-01
0.082156   -0.2718E-01
0.074438   -0.2618E-01
0.067073   -0.2518E-01
0.060061   -0.2418E-01
0.053398   -0.2317E-01
0.047087   -0.2212E-01
0.041130   -0.2104E-01
0.035530   -0.1990E-01
0.030294   -0.1869E-01
0.025429   -0.1741E-01
0.020944   -0.1602E-01
0.016847   -0.1453E-01
0.013150   -0.1292E-01
0.009863   -0.1117E-01
0.006998   -0.9269E-02
0.004567   -0.7211E-02
0.002582   -0.4986E-02
0.001056   -0.2584E-02
0.000000    0.0000E+00
-.000562    0.2734E-02
-.000609    0.5585E-02
-.000129    0.8549E-02
0.000887    0.1162E-01
0.002449    0.1480E-01
0.004563    0.1807E-01
0.007236    0.2142E-01
0.010473    0.2483E-01
0.014277    0.2829E-01
0.018649    0.3177E-01
0.023589    0.3525E-01
0.029094    0.3871E-01
0.035158    0.4212E-01
0.041775    0.4546E-01
0.048933    0.4870E-01
0.056620    0.5182E-01
0.064820    0.5479E-01
0.073516    0.5760E-01
0.082687    0.6022E-01
0.092310    0.6264E-01
0.102360    0.6485E-01
0.112811    0.6684E-01
0.123636    0.6859E-01
0.134805    0.7013E-01
0.146288    0.7144E-01
0.158056    0.7254E-01
0.170079    0.7344E-01
0.182326    0.7416E-01
0.194767    0.7473E-01
0.207380    0.7518E-01
0.220245    0.7551E-01
0.233385    0.7574E-01
0.246787    0.7586E-01
0.260438    0.7588E-01
0.274324    0.7579E-01
0.288432    0.7560E-01
0.302749    0.7531E-01
0.317259    0.7493E-01
0.331949    0.7444E-01
0.346804    0.7386E-01
0.361809    0.7320E-01
0.376950    0.7244E-01
0.392213    0.7160E-01
0.407581    0.7068E-01
0.423040    0.6968E-01
0.438574    0.6861E-01
0.454169    0.6746E-01
0.469809    0.6626E-01
0.485478    0.6498E-01
0.501162    0.6365E-01
0.516844    0.6227E-01
0.532510    0.6083E-01
0.548144    0.5935E-01
0.563730    0.5783E-01
0.579254    0.5626E-01
0.594700    0.5467E-01
0.610052    0.5304E-01
0.625296    0.5138E-01
0.640417    0.4970E-01
0.655400    0.4800E-01
0.670230    0.4628E-01
0.684892    0.4455E-01
0.699372    0.4281E-01
0.713657    0.4107E-01
0.727730    0.3932E-01
0.741580    0.3757E-01
0.755192    0.3583E-01
0.768553    0.3409E-01
0.781650    0.3237E-01
0.794469    0.3066E-01
0.806999    0.2896E-01
0.819226    0.2729E-01
0.831140    0.2564E-01
0.842727    0.2401E-01
0.853977    0.2242E-01
0.864879    0.2086E-01
0.875421    0.1933E-01
0.885595    0.1784E-01
0.895388    0.1639E-01
0.904793    0.1499E-01
0.913799    0.1363E-01
0.922398    0.1233E-01
0.930582    0.1107E-01
0.938341    0.9874E-02
0.945670    0.8733E-02
0.952559    0.7653E-02
0.959004    0.6635E-02
0.964997    0.5683E-02
0.970532    0.4798E-02
0.975604    0.3983E-02
0.980209    0.3239E-02
0.984341    0.2568E-02
0.987996    0.1973E-02
0.991171    0.1453E-02
0.993863    0.1012E-02
0.996070    0.6487E-03
0.997788    0.3654E-03
0.999016    0.1626E-03
0.999754    0.4067E-04
1.000000    0.1788E-07
